Education_Level,Income_Category,Card_Category,Months_on_book,amt,latitude,longitude,is_fraud,age,trans_hour,trans_day_of_week,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,business_type_Big Box Retail,business_type_E-commerce,business_type_Electronics,business_type_Food & Beverage,business_type_Gas Station,business_type_Grocery,business_type_Pharmacy/Retail,business_type_Subscription,business_type_Transportation
4,3,0,66,101.94,47.2744,-118.8608,0,41,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0
4,3,0,66,20.9,47.0018,-91.0994,0,41,11,2,0,0,1,0,0,1,0,0,0,0,0,0,0
5,4,0,43,108.32,49.0429,-89.9618,0,51,18,3,1,0,0,0,0,0,0,0,0,0,1,0,0
5,4,0,43,149.75,44.6254,-106.2811,0,51,20,4,1,0,0,0,1,0,0,0,0,0,0,0,0
5,4,0,43,39.17,53.7166,-101.7406,0,51,13,5,1,0,0,0,0,0,0,0,0,1,0,0,0
5,4,0,43,55.66,49.2793,-89.2544,0,51,11,3,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,3,0,104,107.96,48.1127,-90.0944,0,48,18,3,0,0,1,0,1,0,0,0,0,0,0,0,0
-1,3,0,104,53.17,49.4537,-65.8535,0,48,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-1,3,0,104,54.01,43.8583,-88.6182,0,48,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-1,3,0,104,115.03,51.6197,-122.7355,0,48,22,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,3,3,21,61.61,52.9965,-109.013,0,78,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,3,3,21,21.04,53.6877,-93.426,0,78,23,2,0,0,0,1,1,0,0,0,0,0,0,0,0
1,3,3,21,25.08,53.744,-64.3813,0,78,11,3,0,0,0,1,0,1,0,0,0,0,0,0,0
1,3,3,21,114.66,47.8506,-76.4166,0,78,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
1,3,3,21,51.31,51.4609,-105.0921,0,78,17,6,0,0,0,1,0,0,0,0,1,0,0,0,0
2,-1,0,59,148.39,52.1303,-103.8897,0,61,18,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2,-1,0,59,18.03,45.8058,-67.9502,0,61,2,6,0,0,1,0,0,1,0,0,0,0,0,0,0
2,-1,0,59,50.58,52.9344,-110.1085,0,61,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0
2,-1,0,59,44.83,52.2908,-66.0269,0,61,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0
2,-1,0,59,106.4,43.8534,-95.4375,0,61,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,0,0,79,40.75,49.3301,-61.0538,0,17,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0
-1,0,0,79,72.24,53.7284,-117.6432,0,17,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4,4,0,81,41.96,45.0418,-111.599,0,28,23,4,0,1,0,0,0,0,0,0,0,0,0,0,1
4,4,0,81,29.08,46.7184,-61.7201,0,28,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0
4,4,0,81,73.05,52.2222,-91.6047,0,28,19,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4,4,0,81,86.02,47.2769,-60.2001,0,28,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4,4,0,81,117.54,54.5888,-92.5274,0,28,14,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,4,3,82,39.05,46.2046,-112.5886,0,55,16,5,0,0,1,0,0,0,0,0,1,0,0,0,0
0,4,3,82,164.17,52.9782,-113.4208,0,55,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,4,3,82,81.91,45.4569,-106.3991,0,55,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,4,3,82,68.32,44.2287,-82.6772,0,55,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0
0,4,3,82,98.07,47.6373,-110.2435,0,55,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4,3,82,44.69,49.5666,-66.9828,0,55,22,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,4,3,82,107.39,44.6965,-102.1717,0,55,11,5,0,0,1,0,0,0,0,1,0,0,0,0,0
2,-1,0,85,11.39,45.1653,-93.6149,0,68,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,-1,0,85,144.84,46.6443,-98.1454,0,68,13,4,0,1,0,0,0,0,0,0,0,0,0,0,1
2,-1,0,85,163.34,51.3061,-83.592,0,68,6,5,0,1,0,0,0,0,0,0,0,1,0,0,0
2,-1,0,85,117.39,53.3391,-102.6288,0,68,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,-1,0,85,48.82,49.0838,-63.6284,0,68,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0
2,-1,0,85,213.56,51.1638,-89.9917,0,68,11,4,0,1,0,0,0,0,0,0,0,1,0,0,0
3,0,2,17,47.9,54.7691,-115.9359,0,59,10,4,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,2,17,85.88,53.7504,-61.0156,0,59,19,6,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,2,17,183.32,54.1069,-69.0901,0,59,6,4,0,1,0,0,0,0,1,0,0,0,0,0,0
-1,0,0,31,47.03,45.9945,-84.5414,0,21,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0
-1,0,0,31,72.36,44.7027,-74.2736,0,21,12,4,1,0,0,0,0,0,0,1,0,0,0,0,0
3,1,0,28,94.94,49.8141,-114.9502,0,75,14,5,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,28,38.68,46.0362,-116.0938,0,75,19,5,1,0,0,0,0,0,0,0,1,0,0,0,0
3,1,0,28,63.68,49.9548,-60.0522,0,75,11,5,1,0,0,0,0,0,0,0,1,0,0,0,0
3,1,0,28,42.91,52.0423,-77.7405,0,75,10,6,1,0,0,0,0,1,0,0,0,0,0,0,0
5,4,0,84,57.06,43.1048,-116.0123,0,40,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,40,111.83,43.6698,-67.1995,0,20,22,6,0,1,0,0,0,0,0,0,0,0,1,0,0
0,2,0,40,44.67,53.2746,-93.0591,0,20,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0
3,1,1,51,126.71,48.6626,-76.6914,0,25,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,1,1,51,64.79,46.8333,-100.5791,0,25,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0
3,1,1,51,87.35,54.59,-90.9841,0,25,10,4,0,0,0,1,0,0,0,0,0,0,0,1,0
3,1,1,51,60.04,52.7877,-103.3791,0,25,22,5,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,0,83,89.59,48.9321,-110.4982,0,41,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,83,11.78,46.2271,-108.9262,0,41,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,83,62.48,51.4747,-94.6102,0,41,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,3,0,83,143.52,53.0702,-113.6436,0,41,20,4,0,0,1,0,0,0,0,0,0,0,0,1,0
0,3,0,83,36.73,45.3119,-108.8784,0,41,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,3,0,83,40.64,46.7424,-78.1732,0,41,9,3,0,0,1,0,0,0,0,0,0,0,0,1,0
3,-1,2,59,98.79,48.7899,-99.98,0,75,11,3,0,0,1,0,0,0,0,1,0,0,0,0,0
3,-1,2,59,37.11,44.505,-114.7212,0,75,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,-1,2,59,34.85,53.9199,-98.698,0,75,4,5,0,0,1,0,0,0,1,0,0,0,0,0,0
3,-1,2,59,86.02,52.0149,-88.2173,0,75,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0
3,-1,2,59,107.98,50.1348,-82.4782,0,75,8,4,0,0,1,0,0,0,0,0,1,0,0,0,0
4,1,0,107,40.87,51.0485,-97.1481,0,29,9,6,0,1,0,0,1,0,0,0,0,0,0,0,0
4,1,0,107,87.57,54.1859,-107.128,0,29,13,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0,88,91.74,50.7276,-89.5161,0,78,13,2,0,0,0,1,0,1,0,0,0,0,0,0,0
0,1,0,88,29.14,53.3115,-107.8228,0,78,21,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,88,40.06,45.9554,-79.9575,0,78,20,6,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0,88,167.78,48.2785,-119.654,0,78,12,5,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,88,31.43,47.5847,-100.9968,0,78,23,4,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,88,35.06,54.1338,-67.4279,0,78,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,1,70,142.53,51.1551,-118.9632,0,62,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0
0,3,1,70,58.57,48.7702,-91.7657,0,62,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,1,70,133.75,47.3536,-121.4922,0,62,12,2,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,2,111,41.09,51.2168,-95.5101,0,64,10,5,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,2,111,97.86,46.8168,-74.5476,0,64,7,3,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,2,111,29.92,53.5412,-121.3914,0,64,6,5,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,2,111,97.94,44.4026,-113.6694,0,64,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0
4,4,1,42,69.29,51.0399,-72.6294,0,43,15,3,1,0,0,0,0,0,0,0,0,0,0,0,1
0,-1,2,93,8.91,50.377,-101.0951,1,39,18,4,0,1,0,0,1,0,0,0,0,0,0,0,0
0,-1,2,93,54.72,50.2341,-113.158,0,39,9,5,0,1,0,0,0,0,0,0,0,0,1,0,0
4,3,0,107,20.35,53.1434,-105.4865,0,52,20,6,0,1,0,0,0,0,0,1,0,0,0,0,0
4,3,0,107,12.0,53.7896,-100.4706,0,52,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,99,114.46,52.7633,-84.9689,0,29,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,99,26.02,52.2984,-98.6085,0,29,10,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,0,99,20.92,49.5297,-97.9361,0,29,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,99,121.92,54.8505,-103.56,0,29,13,3,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,0,99,140.92,51.2184,-101.575,0,29,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5,-1,0,116,178.86,48.0204,-67.3582,0,61,19,4,1,0,0,0,1,0,0,0,0,0,0,0,0
5,-1,0,116,20.22,53.6689,-96.6215,0,61,20,4,1,0,0,0,0,0,0,0,0,1,0,0,0
5,-1,0,116,73.78,43.9709,-94.4465,0,61,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5,4,1,31,8.89,52.9854,-95.9768,0,48,14,4,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,28,54.56,51.1362,-116.0217,0,48,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,28,56.2,51.7507,-108.4678,0,48,10,5,1,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1,28,21.68,44.8187,-121.7407,0,48,23,3,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,28,17.49,49.9407,-62.3001,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5,2,1,25,99.53,44.4348,-70.7979,0,26,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0
5,2,1,25,97.21,44.3452,-66.0851,0,26,6,4,0,0,1,0,0,1,0,0,0,0,0,0,0
5,2,1,25,37.52,48.2448,-97.6567,0,26,4,6,0,0,1,0,0,0,0,1,0,0,0,0,0
0,3,1,18,76.48,52.0566,-75.4218,0,63,10,6,1,0,0,0,0,1,0,0,0,0,0,0,0
0,3,1,18,133.24,43.1481,-67.8726,0,63,20,6,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,1,18,96.18,50.4202,-97.3837,0,63,18,4,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,1,18,141.98,53.5984,-97.6558,0,63,13,6,1,0,0,0,0,0,0,0,0,0,0,1,0
5,2,0,98,71.42,47.8468,-68.7877,0,45,20,3,1,0,0,0,0,0,0,0,0,1,0,0,0
5,2,0,98,106.93,51.8828,-116.6282,0,45,19,6,1,0,0,0,0,1,0,0,0,0,0,0,0
3,3,0,24,36.67,46.4814,-121.7845,0,42,11,6,0,1,0,0,0,1,0,0,0,0,0,0,0
3,3,0,24,78.32,48.0137,-67.3421,0,42,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,0,24,62.9,45.265,-95.5428,0,42,8,3,0,1,0,0,0,0,0,0,0,0,0,0,1
3,3,0,24,61.98,51.0345,-118.7538,0,42,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,4,0,43,217.03,52.739,-70.5604,0,57,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0
-1,4,0,43,63.04,47.9952,-68.2607,0,57,7,6,0,1,0,0,0,0,0,0,0,0,0,1,0
0,2,2,119,162.11,44.2098,-116.3206,0,18,21,3,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2,2,119,126.37,44.0492,-69.9875,0,18,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0
0,2,2,119,31.03,45.5921,-103.7393,0,18,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2,2,119,198.91,50.5528,-106.1543,0,18,19,6,1,0,0,0,1,0,0,0,0,0,0,0,0
0,2,2,119,2.25,47.7382,-87.9828,1,18,19,5,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,119,175.15,44.6637,-102.3807,0,18,13,3,1,0,0,0,1,0,0,0,0,0,0,0,0
-1,4,0,17,58.91,43.5394,-71.9615,0,72,6,3,0,0,0,1,1,0,0,0,0,0,0,0,0
-1,4,0,17,188.39,49.4758,-122.7467,0,72,12,3,0,0,0,1,0,0,0,0,0,1,0,0,0
-1,4,0,17,128.25,50.8204,-86.1448,0,72,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,49,67.87,48.4389,-89.8269,0,35,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,49,7.12,47.6809,-96.0397,0,35,16,6,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,49,131.41,52.1253,-84.2844,0,35,16,4,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,49,61.12,54.6904,-122.6048,0,35,10,6,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,49,32.19,51.7768,-95.4291,0,35,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,49,164.53,43.8582,-76.1036,0,35,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0,119,92.6,52.6147,-108.7954,0,31,19,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,1,64,44.37,44.9417,-90.4055,0,32,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,64,96.21,47.1475,-122.5972,0,32,8,5,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,1,64,65.98,51.4149,-110.3403,0,32,12,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,64,125.03,43.5959,-102.4143,0,32,10,2,0,0,1,0,1,0,0,0,0,0,0,0,0
3,2,1,55,125.26,44.8696,-84.7821,0,24,9,3,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,1,55,97.84,46.1599,-63.1162,0,24,17,5,0,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,55,34.77,49.7351,-81.7865,0,24,19,4,0,0,0,1,1,0,0,0,0,0,0,0,0
3,2,1,55,8.7,51.1334,-70.0343,0,24,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,2,1,55,71.16,45.748,-98.8417,0,24,8,5,0,0,0,1,0,0,0,0,1,0,0,0,0
0,-1,0,105,149.48,48.6168,-60.7031,0,69,15,4,0,0,0,1,0,0,0,0,0,1,0,0,0
0,-1,0,105,82.95,46.5706,-114.2629,0,69,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0
0,-1,0,105,104.47,45.6456,-68.2002,0,69,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-1,0,105,14.81,49.0995,-112.432,0,69,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5,3,0,49,77.97,47.4817,-122.3346,0,30,17,2,0,0,0,1,0,1,0,0,0,0,0,0,0
5,3,0,49,212.67,50.8457,-64.9821,0,30,18,5,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,0,49,46.27,47.2521,-103.9755,0,30,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0
5,3,0,49,138.31,45.6687,-69.1738,0,30,5,3,0,0,0,1,0,0,0,0,0,0,0,1,0
5,4,0,83,47.76,44.3394,-89.5452,0,64,18,1,0,1,0,0,0,0,1,0,0,0,0,0,0
5,4,0,83,51.01,53.1618,-111.1979,0,64,14,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5,4,0,83,128.8,44.0361,-70.0533,0,64,20,3,0,1,0,0,0,0,0,0,0,0,1,0,0
4,-1,0,106,131.98,51.5506,-115.7984,0,28,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,-1,0,106,217.22,54.3477,-122.2492,0,28,3,6,0,0,1,0,0,1,0,0,0,0,0,0,0
4,-1,0,106,36.93,49.8737,-66.8563,0,28,22,6,0,0,1,0,1,0,0,0,0,0,0,0,0
1,3,1,19,125.4,50.5534,-75.7538,0,54,20,4,0,1,0,0,0,0,1,0,0,0,0,0,0
1,3,1,19,137.94,46.3666,-60.1567,0,54,10,2,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,1,19,56.44,51.4595,-95.059,0,54,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,19,19.31,49.5627,-102.4687,0,54,20,4,0,1,0,0,0,1,0,0,0,0,0,0,0
1,3,1,19,105.16,44.8389,-97.3321,0,54,13,4,0,1,0,0,0,0,0,0,1,0,0,0,0
1,3,3,43,129.2,44.5266,-93.7559,0,27,16,3,0,1,0,0,0,0,0,0,1,0,0,0,0
1,3,3,43,45.44,47.7853,-88.3012,0,27,9,5,0,1,0,0,0,0,1,0,0,0,0,0,0
1,3,3,43,63.75,43.4581,-87.1883,0,27,14,6,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,0,43,95.04,52.0093,-117.3878,0,31,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,0,43,103.26,51.6029,-79.7734,0,31,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0
2,0,0,43,44.47,50.706,-102.9693,0,31,9,4,0,0,0,1,0,0,1,0,0,0,0,0,0
2,0,0,43,46.05,54.7286,-89.2173,0,31,17,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,43,52.66,52.6389,-74.5958,0,31,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0
3,0,1,41,35.44,51.349,-89.3845,0,66,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,1,41,103.81,44.0132,-68.9331,0,66,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3,0,1,41,208.64,49.865,-114.2665,0,66,5,6,0,1,0,0,0,0,0,0,1,0,0,0,0
3,0,1,41,108.99,43.7143,-75.722,0,66,5,6,0,1,0,0,0,0,1,0,0,0,0,0,0
3,0,1,41,208.89,45.5581,-80.9374,0,66,14,3,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,41,59.59,50.771,-81.6774,0,66,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,1,41,107.4,50.8467,-96.0574,0,66,8,2,0,1,0,0,0,0,1,0,0,0,0,0,0
5,1,3,101,41.92,54.4762,-70.8623,0,49,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0
5,1,3,101,121.44,47.7098,-99.7455,0,49,18,6,1,0,0,0,0,0,0,0,0,0,0,1,0
5,1,3,101,94.62,51.3956,-76.4061,0,49,14,3,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,1,0,60,67.07,51.7809,-78.7561,0,62,17,5,0,0,1,0,0,0,0,1,0,0,0,0,0
-1,1,0,60,131.46,54.0535,-122.9738,0,62,22,4,0,0,1,0,0,0,0,0,0,1,0,0,0
-1,1,0,60,19.05,46.4013,-87.4036,0,62,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0
-1,1,0,60,81.92,52.6502,-101.6077,0,62,14,1,0,0,1,0,0,0,0,1,0,0,0,0,0
-1,1,0,60,20.15,53.5456,-104.7499,0,62,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,2,114,14.34,52.6485,-108.4618,0,56,19,3,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,2,114,22.31,51.2196,-104.6902,0,56,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,1,0,95,137.94,50.1697,-63.1457,0,47,15,2,0,0,0,1,0,0,0,0,0,1,0,0,0
2,1,0,95,64.94,45.8253,-87.8129,0,47,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,0,95,71.93,54.4438,-99.3578,0,47,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,0,95,88.88,47.6296,-113.7612,0,47,14,3,0,0,0,1,0,1,0,0,0,0,0,0,0
2,1,0,95,35.99,46.4059,-73.761,0,47,20,4,0,0,0,1,0,0,0,0,1,0,0,0,0
0,3,0,33,74.69,48.4237,-105.6366,0,78,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0
0,3,0,33,79.99,49.7152,-79.7483,0,78,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,0,33,77.45,44.5599,-83.4291,0,78,7,2,0,0,0,1,0,0,0,0,0,1,0,0,0
0,3,0,33,33.87,51.6617,-77.0784,0,78,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0
2,-1,0,23,22.76,43.9207,-99.5622,0,42,6,5,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2,0,66,10.03,43.5649,-76.0509,0,39,8,4,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2,0,66,136.61,44.3569,-82.8088,0,39,14,2,0,1,0,0,0,0,1,0,0,0,0,0,0
4,4,0,62,22.34,54.2749,-94.3152,0,62,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,4,0,62,65.67,46.2585,-113.1967,0,62,20,3,1,0,0,0,0,0,0,1,0,0,0,0,0
3,-1,0,67,123.47,54.4588,-108.9479,0,61,9,4,1,0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,104,47.91,49.7263,-75.9703,0,57,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0
2,2,0,104,77.97,47.9092,-68.8722,0,57,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,2,0,104,30.15,51.2575,-80.7043,0,57,10,3,0,0,1,0,0,1,0,0,0,0,0,0,0
2,2,0,104,64.53,50.6782,-80.1951,0,57,20,3,0,0,1,0,0,1,0,0,0,0,0,0,0
2,-1,2,69,39.04,51.002,-98.7573,0,71,2,6,0,1,0,0,0,0,0,0,0,0,0,0,1
2,-1,2,69,12.38,50.7922,-109.4947,0,71,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4,3,0,31,98.4,44.2957,-80.2895,0,77,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4,3,0,31,147.94,51.3103,-95.2485,0,77,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0
4,3,0,31,129.5,43.371,-119.3964,0,77,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,3,0,31,72.63,52.2099,-85.4809,0,77,20,4,0,0,0,1,0,0,0,0,0,0,1,0,0
4,3,0,31,45.73,50.9131,-97.7021,0,77,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0
4,3,0,31,59.03,51.894,-63.3987,0,77,16,2,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,109,12.03,46.3433,-101.443,0,76,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,109,56.86,49.7592,-101.5658,0,76,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,109,41.68,53.3224,-110.0874,0,76,12,6,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,109,63.11,49.2647,-86.7165,0,76,16,6,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,109,94.41,47.9604,-97.0637,0,76,15,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3,-1,0,69,115.02,52.3486,-80.4036,0,52,20,4,0,0,0,1,1,0,0,0,0,0,0,0,0
4,4,1,110,48.09,51.0946,-82.6937,0,70,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4,4,1,110,12.52,44.4636,-109.2478,0,70,20,5,0,0,1,0,1,0,0,0,0,0,0,0,0
4,4,1,110,34.29,53.3241,-121.2295,0,70,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4,4,1,110,93.4,44.0407,-108.8245,0,70,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,4,1,110,73.61,47.7349,-63.1377,0,70,15,5,0,0,1,0,1,0,0,0,0,0,0,0,0
4,4,1,110,102.33,43.9822,-86.9783,0,70,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0
5,1,0,89,119.81,44.3176,-98.7254,0,42,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5,1,0,89,64.66,47.3677,-94.2717,0,42,22,3,1,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0,89,92.62,48.1155,-100.5741,0,42,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5,1,0,89,38.84,44.946,-72.8398,0,42,9,3,1,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0,89,98.64,50.754,-85.1819,0,42,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0
4,4,0,71,63.5,49.1441,-112.2256,0,18,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,28,25.81,51.0041,-86.5433,0,77,13,5,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,28,117.89,48.4046,-98.7024,0,77,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,2,0,76,24.61,48.3133,-80.1994,0,75,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0
2,2,0,76,6.79,46.828,-112.1682,0,75,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0
2,2,0,76,173.28,45.0526,-68.7359,0,75,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2,0,76,45.48,45.4311,-96.3798,0,75,17,6,0,0,1,0,0,0,0,0,1,0,0,0,0
2,2,0,76,21.5,45.8545,-72.0544,0,75,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2,2,1,25,155.79,48.9043,-79.5216,0,56,9,4,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,25,42.01,49.9812,-96.75,0,56,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2,2,1,25,14.96,50.3018,-73.0164,0,56,19,2,0,1,0,0,0,0,0,0,1,0,0,0,0
2,2,1,25,66.74,46.3156,-82.2832,0,56,2,6,0,1,0,0,0,0,0,0,1,0,0,0,0
2,2,1,25,82.31,46.7925,-108.8771,0,56,10,3,0,1,0,0,0,0,1,0,0,0,0,0,0
